Test.data,Classifier,Feature.Selection,Features,Additional.Information,Discretisation.method,Discretisation.width.number,Number.of.features,AUC,fscore2,precision,recall,Features
Mix,RF,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.5,8,0.58,0.3,0.28,0.31,"IH_maxGrad_0.5, IVH_RVRI_20_0.5, GLDZM_SDE_0.5, Shape_volumeDensityBB_0.5, Stats_qcod_0.5, IVH_AVRI_50_0.5, GLSZM_LILAE_0.5, IVH_RVRI_70_0.5"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,2,0.52,0.37,0.21,0.49,"Stats_skewness_0.2, IVH_RVRI_90_0.2"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,4,0.51,0.36,0.21,0.49,"GLCM_clusShade_64, GLSZM_HISAE_64, IH_p90_64, NGLDM_HGSDE_64"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,32,10,0.5,0.35,0.21,0.49,"GLDZM_HILDE_32, IH_maxGradI_32, IVH_RVRI_10_32, IVH_RVRI_30_32, IVH_RVRI_40_32, IVH_RVRI_70_32, Shape_elongation_32, Stats_cov_32, Stats_qcod_32, Stats_var_32"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,10,0.51,0.35,0.21,0.49,"Age, Histology, GLCM_clusShade_0.2, IH_skewness_0.2, IVH_AVRI_90_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,3,0.52,0.37,0.21,0.48,"GLSZM_LAE_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,10,0.54,0.37,0.21,0.48,"IVH_AVRI_90_0.2, Shape_flatness_0.2, IVH_RVRI_20_0.2, GLCM_clusShade_0.2, Fractal_sd_0.2, Shape_areaDensityBB_0.2, Shape_leastaxislength_0.2, GLCM_infoCorr2_0.2, Stats_skewness_0.2, IVH_RVRI_90_0.2"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,7,0.6,0.34,0.23,0.4,"Shape_areaDensityBB_64, NGTDM_busyness_64, IVH_AVRI_90_64, IVH_RVRI_20_64, Shape_flatness_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.5,9,0.56,0.42,0.19,0.63,"Age, Histology, Metastasis, IH_skewness_0.5, IVH_RVRI_20_0.5, IVH_RVRI_50_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,4,0.51,0.36,0.22,0.43,"GLDZM_DZE_0.1, IH_skewness_0.1, GLCM_maxCorr_0.1, IVH_RVRI_90_0.1"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,7,0.62,0.38,0.21,0.47,"IVH_AVRI_90_0.05, IH_maxGradI_0.05, GLDZM_LDE_0.05, GLCM_clusShade_0.05, NGTDM_strength_0.05, Shape_flatness_0.05, IVH_RVRI_90_0.05"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,7,0.51,0.39,0.2,0.52,"Shape_areaDensityBB_0.5, GLDZM_SDE_0.5, Stats_skewness_0.5, IH_kurtosis_0.5, GLCM_infoCorr2_0.5, Shape_flatness_0.5, IVH_RVRI_90_0.5"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.2,10,0.54,0.43,0.18,0.73,"GLCM_clusShade_0.2, Shape_elongation_0.2, IH_maxGrad_0.2, Stats_qcod_0.2, IVH_RVRI_80_0.2, Shape_areaDensityBB_0.2, IVH_RVRI_20_0.2, Shape_surfVolRatio_0.2, IVH_AIRV_10_0.2, IVH_RVRI_70_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,3,0.41,0.49,0.17,0.94,"GLCM_clusShade_64, IH_skewness_64, IVH_RVRI_10_64"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,6,0.52,0.38,0.2,0.51,"GLSZM_HISAE_64, IVH_AVRI_90_64, IVH_RVRI_80_64, IVH_RVRI_90_64, Shape_flatness_64, Shape_volumeDensityBB_64"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.5,6,0.51,0.48,0.17,0.92,"IVH_RVRI_10_0.5, IVH_RVRI_20_0.5, Shape_areaDensityBB_0.5, Shape_elongation_0.5, Shape_volumeDensityBB_0.5, Stats_skewness_0.5"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.05,6,0.51,0.48,0.17,0.92,"IH_skewness_0.05, IVH_RVRI_10_0.05, IVH_RVRI_20_0.05, Shape_areaDensityBB_0.05, Shape_elongation_0.05, Shape_volumeDensityBB_0.05"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,8,0.45,0.33,0.23,0.38,"GLCM_clusShade_0.2, IH_skewness_0.2, IVH_RVRI_10_0.2, IVH_RVRI_20_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Stats_skewness_0.2"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,10,0.51,0.37,0.2,0.5,"Shape_flatness_64, GLSZM_HISAE_64, Shape_volumeDensityBB_64, IVH_RVRI_20_64, IH_kurtosis_64, IVH_AVRI_90_64, GLDZM_DZV_64, Stats_std_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,4,0.52,0.37,0.2,0.5,"Histology, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_90_0.5"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,8,0.69,0.28,0.29,0.28,"Age, Histology, Metastasis, GLCM_clusShade_32, IH_p90_32, IVH_RVRI_40_32, IVH_RVRI_70_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,64,6,0.52,0.46,0.17,0.87,"IVH_RVRI_10_64, IVH_RVRI_20_64, Shape_areaDensityBB_64, Shape_elongation_64, Shape_volumeDensityBB_64, Stats_qcod_64"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.2,10,0.51,0.36,0.2,0.49,"Shape_elongation_0.2, NGTDM_coarseness_0.2, IVH_AVRI_90_0.2, Stats_qcod_0.2, IH_maxGrad_0.2, NGLDM_HGLDE_0.2, Age, Metastasis, Histology, IVH_RVRI_70_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBN,64,6,0.53,0.46,0.17,0.86,"IVH_RVRI_70_64, IVH_RVRI_10_64, IVH_AIRV_20_64, Shape_elongation_64, GLRLM_LRLGE_64, IVH_RVRI_80_64"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.1,10,0.53,0.34,0.22,0.4,"IVH_RVRI_10_0.1, IVH_RVRI_20_0.1, IVH_RVRI_40_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Shape_areaDensityBB_0.1, Shape_elongation_0.1, Shape_volumeDensityBB_0.1"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.05,10,0.53,0.41,0.18,0.67,"IH_mode_0.05, NGLDM_SM2_0.05, IVH_RVRI_40_0.05, Shape_areaDensityBB_0.05, Shape_volumeDensityBE_0.05, IH_cov_0.05, Stats_kurtosis_0.05, IVH_RVRI_20_0.05, Shape_elongation_0.05, NGTDM_coarseness_0.05"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,8,0.58,0.32,0.23,0.37,"IVH_MIRV_10_32, IVH_AVRI_90_32, NGLDM_HGSDE_32, Shape_majoraxislength_32, IVH_RVRI_20_32, Shape_volumeDensityBE_32, GLCM_clusShade_32, IVH_RVRI_90_32"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,10,0.52,0.35,0.2,0.48,"NGLDM_HGSDE_64, Age, IVH_RVRI_20_64, IVH_AVRI_90_64, Shape_flatness_64, IVH_RVRI_40_64, Metastasis, GLCM_clusShade_64, Histology, IVH_RVRI_90_64"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,64,9,0.5,0.34,0.2,0.48,"GLRLM_LRHGE_64, IVH_RVRI_10_64, IVH_RVRI_20_64, IVH_RVRI_40_64, Shape_areaDensityBB_64, Shape_elongation_64, Shape_volumeDensityBB_64, Stats_cov_64, Stats_qcod_64"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,9,0.52,0.34,0.2,0.48,"Age, Histology, Metastasis, GLCM_clusShade_32, GLSZM_HISAE_32, IH_p90_32, IVH_RVRI_40_32, IVH_RVRI_70_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,7,0.53,0.47,0.17,0.83,"GLCM_clusShade_0.2, Fractal_sd_0.2, Shape_areaDensityBB_0.2, Shape_leastaxislength_0.2, GLCM_infoCorr2_0.2, Stats_skewness_0.2, IVH_RVRI_90_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.1,10,0.5,0.46,0.17,0.83,"GLDZM_HILDE_0.1, Shape_volumeDensityBE_0.1, Stats_skewness_0.1, IVH_RVRI_20_0.1, Shape_elongation_0.1, Shape_maxDiameter2D2_0.1, IVH_RVRI_10_0.1, Shape_areaDensityBB_0.1, GLCM_homogeneity2_0.1, IVH_RVRI_80_0.1"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.2,9,0.45,0.45,0.17,0.83,"IVH_RVRI_20_0.2, IVH_RVRI_70_0.2, Shape_volumeDensityBB_0.2, GLCM_sumEntro_0.2, GLCM_maxCorr_0.2, IVH_RVRI_10_0.2, Shape_elongation_0.2, IH_mode_0.2, IVH_RVRI_80_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,4,0.41,0.45,0.17,0.82,"GLDZM_DZV_64, Stats_std_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Clinical,FBN,32,10,0.53,0.38,0.19,0.54,"IH_p90_32, GLDZM_SDE_32, LocInt_peakLocal_32, IVH_RVRI_20_32, IVH_RVRI_80_32, GLCM_entrop2_32, Age, Metastasis, Histology, IVH_RVRI_70_32"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.5,9,0.53,0.35,0.21,0.42,"IVH_RVRI_10_0.5, IVH_RVRI_20_0.5, IVH_RVRI_30_0.5, IVH_RVRI_40_0.5, IVH_RVRI_50_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, Stats_cov_0.5"
Mix,RF,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.2,8,0.43,0.33,0.22,0.38,"GLCM_clusShade_0.2, GLDZM_HILDE_0.2, IH_maxGrad_0.2, IVH_RVRI_70_0.2, IVH_RVRI_10_0.2, Shape_elongation_0.2, GLDZM_SDE_0.2, IVH_RVRI_20_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,7,0.57,0.4,0.18,0.61,"GLCM_clusShade_0.05, IVH_RVRI_40_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05"
Mix,RF,Forward MRMR spearman,Original Radiomics Features,Empty,FBN,32,9,0.56,0.3,0.24,0.33,"Stats_qcod_32, Shape_areaDensityBE_32, GLDZM_SDE_32, IH_p90_32, IVH_RVRI_20_32, LocInt_peakLocal_32, Shape_elongation_32, GLCM_energy_32, IVH_RVRI_70_32"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.05,3,0.52,0.43,0.17,0.75,"GLDZM_SDE_0.05, GLRLM_RLV_0.05, IVH_RVRI_70_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,32,6,0.51,0.42,0.17,0.72,"GLDZM_HISDE_32, GLDZM_HILDE_32, IVH_RVRI_10_32, Stats_var_32, IVH_AVRI_60_32, IVH_RVRI_70_32"
Mix,RF,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.5,8,0.42,0.29,0.24,0.32,"IH_p10_0.5, IH_maxGrad_0.5, IVH_RVRI_10_0.5, GLCM_clusShade_0.5, IVH_RVRI_20_0.5, Shape_elongation_0.5, Fractal_average_0.5, GLDZM_SDE_0.5"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,7,0.48,0.36,0.19,0.49,"Shape_areaDensityBB_0.5, GLDZM_SDE_0.5, Stats_skewness_0.5, IH_kurtosis_0.5, GLCM_infoCorr2_0.5, Shape_flatness_0.5, IVH_RVRI_90_0.5"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.2,6,0.5,0.35,0.19,0.49,"IVH_RVRI_80_0.2, Shape_areaDensityBB_0.2, IVH_RVRI_20_0.2, Shape_surfVolRatio_0.2, IVH_AIRV_10_0.2, IVH_RVRI_70_0.2"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.1,6,0.5,0.35,0.19,0.49,"IVH_RVRI_80_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_20_0.1, Shape_surfVolRatio_0.1, IVH_AIRV_10_0.1, IVH_RVRI_70_0.1"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Empty,FBN,64,10,0.5,0.35,0.19,0.49,"IH_skewness_64, NGTDM_strength_64, Shape_elongation_64, Stats_qcod_64, Shape_areaDensityBB_64, IH_p90_64, IVH_RVRI_20_64, GLDZM_SDE_64, IVH_AIRV_10_64, IVH_RVRI_70_64"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,10,0.51,0.35,0.19,0.49,"Stats_max_64, IH_kurtosis_64, IVH_RVRI_40_64, Shape_areaDensityBB_64, NGTDM_busyness_64, IVH_AVRI_90_64, IVH_RVRI_20_64, Shape_flatness_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,10,0.46,0.31,0.22,0.36,"GLCM_clusShade_0.1, GLDZM_DZNN_0.1, GLDZM_LDE_0.1, IVH_RVRI_10_0.1, IVH_RVRI_20_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Stats_skewness_0.1"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Empty,FBN,64,5,0.5,0.33,0.21,0.39,"IVH_RVRI_40_64, IVH_RVRI_50_64, IVH_RVRI_70_64, Stats_cov_64, Stats_qcod_64"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Empty,FBN,32,5,0.5,0.33,0.21,0.39,"IVH_RVRI_40_32, IVH_RVRI_50_32, IVH_RVRI_70_32, Stats_cov_32, Stats_qcod_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,9,0.46,0.42,0.17,0.69,"GLCM_clusShade_0.1, GLDZM_SDE_0.1, GLCM_infoCorr2_0.1, Stats_skewness_0.1, IVH_RVRI_90_0.1, IVH_RVRI_20_0.1, IH_kurtosis_0.1, GLDZM_DZNN_0.1, GLCM_clusProm_0.1"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,64,9,0.5,0.35,0.19,0.48,"GLDZM_HILDE_64, IVH_RVRI_10_64, IVH_RVRI_30_64, IVH_RVRI_40_64, IVH_RVRI_70_64, Shape_elongation_64, Stats_cov_64, Stats_qcod_64, Stats_var_64"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.05,10,0.5,0.34,0.19,0.48,"IVH_RVRI_80_0.05, Stats_qcod_0.05, Shape_elongation_0.05, NGTDM_coarseness_0.05, Shape_areaDensityBB_0.05, IH_skewness_0.05, IVH_RVRI_20_0.05, GLDZM_SDE_0.05, GLRLM_RLV_0.05, IVH_RVRI_70_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.2,8,0.5,0.4,0.17,0.68,"GLCM_clusShade_0.2, GLDZM_HILDE_0.2, IH_maxGrad_0.2, IVH_RVRI_70_0.2, IVH_RVRI_10_0.2, Shape_elongation_0.2, GLDZM_SDE_0.2, IVH_RVRI_20_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,64,1,0.49,0.46,0.16,0.89,IVH_RVRI_10_64
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,9,0.51,0.3,0.23,0.33,"IH_kurtosis_0.2, IH_skewness_0.2, IVH_AVRI_90_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Shape_flatness_0.2, Shape_volumeDensityBB_0.2, Stats_kurtosis_0.2"
Mix,RF,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.5,4,0.59,0.34,0.2,0.42,"IVH_RVRI_20_0.5, Shape_areaDensityBB_0.5, Shape_elongation_0.5, Shape_volumeDensityBB_0.5"
Mix,RF,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.05,4,0.59,0.34,0.2,0.42,"IVH_RVRI_20_0.05, Shape_areaDensityBB_0.05, Shape_elongation_0.05, Shape_volumeDensityBB_0.05"
Mix,RF,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,32,4,0.6,0.34,0.2,0.42,"IVH_RVRI_20_32, Shape_areaDensityBB_32, Shape_elongation_32, Shape_volumeDensityBB_32"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,32,1,0.49,0.46,0.16,0.88,IVH_RVRI_10_32
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,4,0.57,0.32,0.21,0.38,"IVH_RVRI_90_32, Shape_centroidDistance_32, Shape_elongation_32, Shape_maxDiameter2D1_32"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.1,6,0.51,0.38,0.17,0.64,"IVH_RVRI_80_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_20_0.1, Shape_surfVolRatio_0.1, IVH_AIRV_10_0.1, IVH_RVRI_70_0.1"
Mix,Logistic Regression,Forward MRMR spearman,Original Radiomics Features,Empty,FBW,0.05,2,0.47,0.31,0.21,0.37,"GLRLM_RLV_0.05, IVH_RVRI_70_0.05"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,10,0.62,0.33,0.2,0.4,"GLCM_autocorr_64, GLCM_clusShade_64, GLRLM_HGRE_64, GLRLM_SRHGE_64, GLSZM_HIE_64, GLSZM_HISAE_64, IH_p90_64, IH_rms_64, NGLDM_HGE_64, NGLDM_HGSDE_64"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_0.5
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_0.05
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_32
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.5,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_0.5
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_0.05
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,1,0.52,0.37,0.18,0.51,IVH_RVRI_90_32
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,9,0.53,0.36,0.18,0.51,"GLCM_clusShade_32, GLSZM_HISAE_32, IH_p90_32, IVH_RVRI_40_32, IVH_RVRI_50_32, IVH_RVRI_60_32, IVH_RVRI_70_32, IVH_RVRI_80_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,5,0.43,0.44,0.16,0.78,"GLCM_clusShade_32, GLDZM_SDE_32, Stats_mean_32, GLSZM_HISAE_32, IVH_RVRI_20_32"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,1,0.52,0.37,0.18,0.5,IVH_RVRI_90_0.2
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,1,0.52,0.37,0.18,0.5,IVH_RVRI_90_0.1
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,1,0.52,0.37,0.18,0.5,IVH_RVRI_90_0.2
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,2,0.53,0.37,0.18,0.5,"GLCM_clusShade_0.1, IVH_RVRI_90_0.1"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,5,0.47,0.37,0.18,0.5,"GLDZM_LDE_0.05, GLCM_clusShade_0.05, NGTDM_strength_0.05, Shape_flatness_0.05, IVH_RVRI_90_0.05"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Empty,FBN,32,10,0.49,0.35,0.18,0.49,"IH_median_32, Stats_qcod_32, Shape_areaDensityBE_32, GLDZM_SDE_32, IH_p90_32, IVH_RVRI_20_32, LocInt_peakLocal_32, Shape_elongation_32, GLCM_energy_32, IVH_RVRI_70_32"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.05,8,0.5,0.35,0.18,0.49,"IVH_RVRI_70_0.05, Shape_elongation_0.05, Stats_qcod_0.05, IH_minGradI_0.05, IVH_RVRI_10_0.05, IH_kurtosis_0.05, GLDZM_SDE_0.05, IVH_RVRI_20_0.05"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,9,0.5,0.35,0.18,0.49,"IVH_AIRV_40_0.05, IVH_RVRI_40_0.05, Shape_maxDiameter2D1_0.05, IVH_AVRI_90_0.05, IVH_RVRI_20_0.05, GLCM_infoCorr2_0.05, GLCM_clusShade_0.05, Shape_areaDensityBE_0.05, IVH_RVRI_90_0.05"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.1,4,0.5,0.35,0.18,0.49,"Age, Histology, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.05,4,0.5,0.35,0.18,0.49,"Age, Histology, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Clinical,FBN,64,7,0.51,0.35,0.18,0.49,"Age, Histology, Metastasis, IVH_RVRI_40_64, IVH_RVRI_70_64, Stats_cov_64, Stats_qcod_64"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Clinical,FBN,32,7,0.51,0.35,0.18,0.49,"Age, Histology, Metastasis, IVH_RVRI_40_32, IVH_RVRI_70_32, Stats_cov_32, Stats_qcod_32"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.5,2,0.5,0.34,0.18,0.49,"Histology, IVH_RVRI_70_0.5"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.1,2,0.5,0.34,0.18,0.49,"Histology, IVH_RVRI_70_0.1"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.05,2,0.5,0.34,0.18,0.49,"Histology, IVH_RVRI_70_0.05"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBN,64,2,0.5,0.34,0.18,0.49,"Histology, IVH_RVRI_70_64"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Clinical,FBN,32,2,0.5,0.34,0.18,0.49,"Histology, IVH_RVRI_70_32"
Mix,SVM,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.05,10,0.5,0.35,0.18,0.48,"IH_mode_0.05, NGLDM_SM2_0.05, IVH_RVRI_40_0.05, Shape_areaDensityBB_0.05, Shape_volumeDensityBE_0.05, IH_cov_0.05, Stats_kurtosis_0.05, IVH_RVRI_20_0.05, Shape_elongation_0.05, NGTDM_coarseness_0.05"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.05,10,0.5,0.34,0.18,0.48,"GLCM_clusShade_0.05, IH_skewness_0.05, IVH_RVRI_10_0.05, IVH_RVRI_20_0.05, IVH_RVRI_70_0.05, NGLDM_SM2_0.05, Shape_areaDensityBB_0.05, Shape_elongation_0.05, Shape_volumeDensityBB_0.05, Stats_skewness_0.05"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,5,0.5,0.33,0.18,0.48,"IVH_RVRI_40_0.1, GLCM_infoCorr2_0.1, Shape_flatness_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1"
Mix,SVM,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,32,2,0.5,0.32,0.18,0.47,"Shape_elongation_32, Shape_volumeDensityBB_32"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,64,6,0.47,0.41,0.16,0.69,"GLDZM_HISDE_64, GLDZM_HILDE_64, IVH_RVRI_10_64, Stats_var_64, IVH_AVRI_60_64, IVH_RVRI_70_64"
Mix,Logistic Regression,Forward MRMR spearman,Original Radiomics Features,Empty,FBN,32,2,0.43,0.3,0.2,0.37,"GLCM_energy_32, IVH_RVRI_70_32"
